/oikcom/,,0.717886,7.0.2RC1,1274,3702,254,35,306,58,28,14,30,,,,fe80::14f0:845:ee8a:2657,0.717464,2016-01-10T17:56:16+00:00
/oikcom/oik-plugins/oik/,,3.066511,7.0.2RC1,1274,4118,259,35,335,58,28,14,62,,,,fe80::14f0:845:ee8a:2657,3.066447,2016-01-10T17:56:19+00:00
/oikcom/apis/oik-apis/,,0.618296,7.0.2RC1,1274,3712,254,35,306,58,28,14,29,,,,fe80::14f0:845:ee8a:2657,0.618230,2016-01-10T17:56:19+00:00
/oikcom/oik-plugins/oik-shortcode-server/,,0.848453,7.0.2RC1,1274,4009,259,35,328,58,28,14,50,,,,fe80::14f0:845:ee8a:2657,0.848375,2016-01-10T17:56:20+00:00
/oikcom/wordpress-plugins-from-oik-plugins/,,1.039070,7.0.2RC1,1274,3958,259,35,332,58,28,14,97,,,,fe80::14f0:845:ee8a:2657,1.039005,2016-01-10T17:56:22+00:00
/oikcom/shortcodes/,,1.040764,7.0.2RC1,1274,3942,259,35,331,58,28,14,80,,,,fe80::14f0:845:ee8a:2657,1.040701,2016-01-10T17:56:23+00:00
/oikcom/oik-plugins/oik-bwtrace-debug-trace-for-wordpress/,,1.786734,7.0.2RC1,1274,4006,259,35,326,58,28,14,84,,,,fe80::14f0:845:ee8a:2657,1.786659,2016-01-10T17:56:24+00:00
/oikcom/apis/oik-shortcodes-apis/,,1.102728,7.0.2RC1,1274,3976,259,35,332,58,28,14,65,,,,fe80::14f0:845:ee8a:2657,1.102650,2016-01-10T17:56:26+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-pro/,,0.776193,7.0.2RC1,1274,3884,259,35,323,58,28,14,38,,,,fe80::14f0:845:ee8a:2657,0.776128,2016-01-10T17:56:27+00:00
/oikcom/oik-plugins/oik-nivo-slider-jquery-nivo-slider/,,0.966131,7.0.2RC1,1274,3929,259,35,325,58,28,14,95,,,,fe80::14f0:845:ee8a:2657,0.966063,2016-01-10T17:56:28+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.292477,7.0.2RC1,1274,3945,254,35,311,58,28,14,40,,,,fe80::14f0:845:ee8a:2657,1.292412,2016-01-10T17:56:29+00:00
/oikcom/oik-plugins/oik-clone-clone-your-wordpress-content/,,0.824343,7.0.2RC1,1274,4022,259,35,329,58,28,14,49,,,,fe80::14f0:845:ee8a:2657,0.824276,2016-01-10T17:56:30+00:00
/oikcom/home/,,0.196848,7.0.2RC1,1274,3627,254,35,291,58,28,14,9,,,,fe80::14f0:845:ee8a:2657,0.196771,2016-01-10T17:56:30+00:00
/oikcom/home-2/,,0.903957,7.0.2RC1,1274,3809,254,35,318,58,28,14,75,,,,fe80::14f0:845:ee8a:2657,0.903894,2016-01-10T17:56:31+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/trackback/,,0.259724,7.0.2RC1,1274,3628,254,35,292,58,28,14,9,,,,fe80::14f0:845:ee8a:2657,0.259647,2016-01-10T17:56:31+00:00
/oikcom/2014/04/implement-missing-sociable-shortcode-functions-php/,,1.239877,7.0.2RC1,1274,3945,254,35,311,58,28,14,40,,,,fe80::14f0:845:ee8a:2657,1.239811,2016-01-10T17:56:33+00:00
/oikcom/oik-plugins/oik-weightcountry-shipping-woocommerce-extension/,,0.770056,7.0.2RC1,1274,3884,259,35,323,58,28,14,37,,,,fe80::14f0:845:ee8a:2657,0.769989,2016-01-10T17:56:33+00:00
/oikcom/oik-plugins/oik-fields-custom-post-type-field-apis/,,0.818586,7.0.2RC1,1274,4001,259,35,327,58,28,14,55,,,,fe80::14f0:845:ee8a:2657,0.818519,2016-01-10T17:56:34+00:00
/oikcom/oik-plugins/oik-types/,,0.832592,7.0.2RC1,1274,3903,259,35,323,58,28,14,39,,,,fe80::14f0:845:ee8a:2657,0.832526,2016-01-10T17:56:35+00:00
/oikcom/contact/,,0.210027,7.0.2RC1,1274,3627,254,35,291,58,28,14,10,,,,fe80::14f0:845:ee8a:2657,0.209949,2016-01-10T17:56:35+00:00
/oikcom/support/contact/,,0.566610,7.0.2RC1,1274,3732,254,35,311,58,28,14,26,,,,fe80::14f0:845:ee8a:2657,0.566543,2016-01-10T17:56:36+00:00
/oikcom/oik-plugins/privacy-policy-page-generator/,,0.774898,7.0.2RC1,1274,3884,259,35,323,58,28,14,35,,,,fe80::14f0:845:ee8a:2657,0.774473,2016-01-10T17:56:37+00:00
