Elapsed,vanilla,akismet,cf7,ai1seo,yoastseo,jetpack,sitemaps,nextgen,importer,woocommerce,analytics
0.13,0.18808777429467,0.12554927809165,0,0,0,0,0,0,0.062932662051605,0,0
0.14,1.128526645768,0.69052102950408,0.062735257214555,0.25094102885822,0,0,0.12594458438287,0,1.0069225928257,0,0
0.15,1.2539184952978,1.1299435028249,0.37641154328733,1.5056461731493,0.25188916876574,0,1.3224181360202,0,1.1957205789805,0,0
0.16,0.68965517241379,1.1927181418707,1.6311166875784,1.5056461731493,1.5743073047859,0.062735257214555,1.0705289672544,0,0.56639395846444,0,0
0.17,0.25078369905956,0.062774639045825,1.129234629862,0.62735257214555,0.75566750629723,0.81555834378921,0.37783375314861,0,0.44052863436123,0,0.062539086929331
0.18,0.25078369905956,0.2510985561833,0.25094102885822,0.18820577164366,0.56675062972292,1.6311166875784,0.12594458438287,0,0.12586532410321,0,0.31269543464665
0.19,0.75235109717868,0.75329566854991,0.18820577164366,0.50188205771644,0.12594458438287,1.0037641154329,0.62972292191436,0.062972292191436,0.56639395846444,0,1.6260162601626
0.20,0.18808777429467,0.69052102950408,0.62735257214555,0.25094102885822,0.50377833753149,0.37641154328733,0.69269521410579,0.44080604534005,0.50346129641284,0,1.0631644777986
0.21,0.12539184952978,0,0.43914680050188,0.062735257214555,0.44080604534005,0.12547051442911,0.25188916876574,1.448362720403,0.18879798615481,0.12610340479193,0.37523452157598
0.22,0.12539184952978,0.18832391713748,0.062735257214555,0.062735257214555,0.44080604534005,0.062735257214555,0.062972292191436,0.94458438287154,0.062932662051605,1.3240857503153,0.18761726078799
0.23,0.06269592476489,0.062774639045825,0.18820577164366,0,0.25188916876574,0,0.12594458438287,0.31486146095718,0,1.0088272383354,0.31269543464665
0.24,0.06269592476489,0,0.12547051442911,0,0.062972292191436,0.37641154328733,0,0.37783375314861,0.062932662051605,0.37831021437579,0.56285178236398
0.25,0,0,0.062735257214555,0,0.062972292191436,0.31367628607277,0,0.12594458438287,0,0.25220680958386,0.062539086929331
0.26,0.06269592476489,0,0,0.12547051442911,0.062972292191436,0.12547051442911,0,0.062972292191436,0.062932662051605,0.31525851197982,0.062539086929331
0.27,0,0,0,0,0.062972292191436,0.18820577164366,0,0.37783375314861,0,0.75662042875158,0.18761726078799
0.28,0.68965517241379,0.56497175141243,0,0.18820577164366,0,0,0.37783375314861,0.12594458438287,1.1957205789805,0.25220680958386,0.31269543464665
0.29,0.43887147335423,0.69052102950408,0.50188205771644,0.56461731493099,0,0,1.5743073047859,0.12594458438287,0.88105726872247,0.12610340479193,0
0.30,0.75235109717868,0.31387319522913,1.129234629862,0.6900878293601,0,0,0.56675062972292,0.062972292191436,0.44052863436123,0.12610340479193,0.12507817385866
0.31,2.5705329153605,1.8204645323289,0.37641154328733,0.56461731493099,0.8816120906801,0.37641154328733,0.94458438287154,0,1.1327879169289,0.063051702395965,0.12507817385866
0.32,2.7586206896552,2.2598870056497,0.75282308657465,1.693851944793,0.94458438287154,0.62735257214555,2.6448362720403,0,2.8949024543738,0.063051702395965,0.25015634771732
0.33,1.6300940438871,2.1971123666039,2.0075282308657,2.5094102885822,0.12594458438287,0.6900878293601,2.455919395466,0,2.391441157961,0,1.0006253908693
0.34,0.87774294670846,1.3810420590082,3.9523212045169,2.823086574655,0.062972292191436,0.31367628607277,1.448362720403,0.25188916876574,0.75519194461926,0,0.8130081300813
0.35,1.0658307210031,0.81607030759573,1.7565872020075,1.3801756587202,1.8261964735516,1.1919698870765,1.5113350125945,0.44080604534005,0.62932662051605,0,0.62539086929331
0.36,1.7554858934169,1.6321406151915,0.75282308657465,1.7565872020075,2.896725440806,3.1994981179423,1.2594458438287,0.81863979848866,1.0698552548773,0,1.7510944340213
0.37,0.75235109717868,1.6949152542373,1.1919698870765,1.3801756587202,2.455919395466,2.3212045169385,0.94458438287154,0.62972292191436,1.0698552548773,0,2.4390243902439
0.38,0.87774294670846,0.94161958568738,1.2547051442911,0.94102885821832,1.1335012594458,1.5683814303639,0.50377833753149,1.007556675063,0.62932662051605,0,2.0637898686679
0.39,0.6269592476489,1.1299435028249,0.94102885821832,0.6900878293601,0.62972292191436,0.94102885821832,0.31486146095718,0.94458438287154,0.88105726872247,0,1.0631644777986
0.40,1.2539184952978,1.5065913370998,1.129234629862,1.1919698870765,0.69269521410579,0.81555834378921,0.81863979848866,1.1335012594458,0.88105726872247,0.75662042875158,0.87554721701063
0.41,1.4420062695925,1.8204645323289,1.0664993726474,1.0664993726474,1.1335012594458,0.6900878293601,1.3224181360202,1.1964735516373,1.3215859030837,1.1979823455233,1.125703564728
0.42,2.1316614420063,2.1343377275581,1.2547051442911,1.5683814303639,1.3853904282116,0.6900878293601,2.1410579345088,1.3224181360202,1.8879798615481,0.31525851197982,1.1882426516573
0.43,2.5705329153605,2.0715630885122,1.693851944793,2.0075282308657,1.2594458438287,1.5056461731493,1.8261964735516,0.81863979848866,2.2655758338578,1.828499369483,0.8130081300813
0.44,2.5705329153605,2.0087884494664,2.0702634880803,1.9447929736512,1.1335012594458,1.4429109159348,2.0780856423174,0.94458438287154,2.4543738200126,2.6481715006305,1.4383989993746
0.45,3.1347962382445,2.6365348399247,2.1329987452949,2.1957340025094,0.8816120906801,1.5056461731493,2.7078085642317,0.94458438287154,2.1397105097546,1.6393442622951,0.87554721701063
0.46,2.5705329153605,2.2598870056497,2.5094102885822,3.0112923462986,2.1410579345088,2.1329987452949,2.2670025188917,0.94458438287154,2.4543738200126,1.1979823455233,1.1882426516573
0.47,2.257053291536,2.2598870056497,2.8858218318695,3.0112923462986,2.2040302267003,2.0075282308657,2.8337531486146,0.94458438287154,2.6431718061674,0.94577553593947,1.9387116948093
0.48,2.1316614420063,2.3854362837414,2.1957340025094,3.1994981179423,1.5113350125945,2.4466750313676,2.896725440806,1.007556675063,2.076777847703,0.94577553593947,2.3764853033146
0.49,1.8808777429467,2.887633396108,2.9485570890841,2.4466750313676,2.8337531486146,2.5721455457967,2.3299748110831,0.94458438287154,2.6431718061674,1.765447667087,1.8761726078799
0.50,1.7554858934169,2.5737602008788,2.7603513174404,2.5721455457967,2.9596977329975,2.3212045169385,2.2670025188917,1.448362720403,2.9578351164254,0.88272383354351,3.4396497811132
0.51,2.1316614420063,2.510985561833,2.3212045169385,2.3839397741531,2.7078085642317,3.0740276035132,1.9521410579345,2.1410579345088,2.3285084959094,1.0718789407314,2.8767979987492
0.52,2.6332288401254,2.4482109227872,2.8858218318695,2.5721455457967,2.2670025188917,1.693851944793,1.7632241813602,2.0780856423174,1.7621145374449,1.1979823455233,2.8767979987492
0.53,2.0062695924765,1.6321406151915,3.3249686323714,2.5094102885822,1.9521410579345,2.258469259724,3.2745591939547,1.9521410579345,2.1397105097546,1.4501891551072,2.6266416510319
0.54,2.0689655172414,2.0715630885122,2.5094102885822,1.8820577164366,2.1410579345088,3.5759096612296,2.0151133501259,1.5743073047859,2.7690371302706,1.3871374527112,3.0644152595372
0.55,1.9435736677116,2.1343377275581,2.0075282308657,1.693851944793,1.8261964735516,2.823086574655,1.7002518891688,2.5188916876574,2.4543738200126,1.6393442622951,2.2514071294559
0.56,3.1974921630094,2.3854362837414,2.0075282308657,2.7603513174404,2.5818639798489,2.5721455457967,2.2670025188917,1.3853904282116,2.5802391441158,2.2698612862547,2.5015634771732
0.57,1.8181818181818,1.7576898932831,2.9485570890841,2.6348808030113,2.2670025188917,2.823086574655,1.8891687657431,2.0780856423174,1.6991818753933,2.5851197982346,2.2514071294559
0.58,1.5047021943574,1.9460138104206,2.5094102885822,2.258469259724,1.8891687657431,2.258469259724,1.7632241813602,1.7002518891688,2.391441157961,2.7112232030265,1.6260162601626
0.59,1.2539184952978,1.2554927809165,1.693851944793,1.693851944793,1.7002518891688,2.0075282308657,1.7632241813602,2.0151133501259,1.1957205789805,2.7742749054224,2.2514071294559
0.60,1.4420062695925,1.0043942247332,1.129234629862,1.3801756587202,2.5188916876574,3.1367628607277,1.2594458438287,1.6372795969773,1.6362492133417,3.0895334174023,2.3139462163852
0.61,1.3166144200627,1.3810420590082,1.5056461731493,1.129234629862,2.2670025188917,2.8858218318695,1.2594458438287,2.2670025188917,1.3845185651353,1.6393442622951,2.6266416510319
0.62,1.5047021943574,1.2554927809165,1.5056461731493,0.94102885821832,2.1410579345088,2.0702634880803,0.69269521410579,1.5113350125945,1.6362492133417,2.5851197982346,2.0012507817386
0.63,0.94043887147335,0.94161958568738,0.94102885821832,0.81555834378921,1.3224181360202,1.4429109159348,1.3853904282116,1.7002518891688,1.0069225928257,1.9546027742749,1.5634771732333
0.64,1.0031347962382,1.1299435028249,0.75282308657465,0.6900878293601,1.1964735516373,1.1919698870765,1.007556675063,1.8891687657431,0.88105726872247,3.4678436317781,1.6885553470919
0.65,0.37617554858934,0.81607030759573,0.6900878293601,1.129234629862,2.0151133501259,1.0037641154329,0.69269521410579,1.1964735516373,1.0069225928257,2.1437578814628,1.6885553470919
0.66,0.94043887147335,0.43942247332078,0.87829360100376,0.81555834378921,0.81863979848866,1.3801756587202,1.2594458438287,1.7002518891688,0.56639395846444,2.4590163934426,1.4383989993746
0.67,0.68965517241379,0.94161958568738,0.6900878293601,0.75282308657465,1.1964735516373,1.0037641154329,0.62972292191436,1.1335012594458,0.75519194461926,1.6393442622951,1.1882426516573
0.68,0.87774294670846,0.69052102950408,0.75282308657465,0.12547051442911,1.1964735516373,0.75282308657465,0.44080604534005,1.5113350125945,0.25173064820642,2.1437578814628,0.8130081300813
0.69,0.6269592476489,1.0043942247332,0.37641154328733,0.6900878293601,0.56675062972292,1.129234629862,0.69269521410579,1.1964735516373,0.94398993077407,1.8915510718789,1.0006253908693
0.70,1.2539184952978,0.87884494664156,0.6900878293601,1.129234629862,0.69269521410579,1.129234629862,0.69269521410579,1.8261964735516,1.5103838892385,1.8915510718789,0.37523452157598
0.71,0.75235109717868,1.1927181418707,1.0037641154329,1.129234629862,0.31486146095718,0.81555834378921,0.81863979848866,1.9521410579345,1.1327879169289,1.6393442622951,0.56285178236398
0.72,0.94043887147335,1.0043942247332,1.0664993726474,1.7565872020075,0.25188916876574,0.6900878293601,0.69269521410579,1.448362720403,0.62932662051605,1.765447667087,0.56285178236398
0.73,0.94043887147335,0.56497175141243,1.3801756587202,1.0037641154329,0.8816120906801,0.62735257214555,0.8816120906801,1.3224181360202,0.62932662051605,1.3240857503153,0.93808630393996
0.74,1.0658307210031,0.62774639045825,0.37641154328733,1.0037641154329,1.3853904282116,1.2547051442911,0.94458438287154,0.69269521410579,1.0069225928257,0.94577553593947,0.93808630393996
0.75,0.75235109717868,0.75329566854991,0.81555834378921,1.2547051442911,0.56675062972292,1.4429109159348,1.448362720403,0.94458438287154,1.3215859030837,1.0718789407314,1.4383989993746
0.76,0.75235109717868,1.0043942247332,1.129234629862,0.81555834378921,0.8816120906801,0.62735257214555,1.1964735516373,0.81863979848866,0.69225928256765,1.0088272383354,0.68792995622264
0.77,0.68965517241379,1.2554927809165,0.94102885821832,1.0037641154329,0.75566750629723,0.81555834378921,1.5113350125945,1.0705289672544,0.88105726872247,0.69356872635561,0.8130081300813
0.78,0.50156739811912,1.0043942247332,1.0664993726474,0.62735257214555,1.007556675063,0.56461731493099,1.3224181360202,1.0705289672544,0.50346129641284,0.69356872635561,0.56285178236398
0.79,0.87774294670846,1.1927181418707,0.43914680050188,0.43914680050188,1.007556675063,0.31367628607277,1.1335012594458,0.62972292191436,0.31466331025802,0.81967213114754,1.5009380863039
0.80,0.18808777429467,0.18832391713748,0.18820577164366,0.25094102885822,0.31486146095718,0.37641154328733,0.50377833753149,0.25188916876574,0.25173064820642,0.37831021437579,0.56285178236398

