/oikcom/,,0.565017,7.0.7,1285,3457,266,36,296,57,27,11,86,0.17200803756714,,,fe80::7919:aeb0:2d24:587e,0.564959,,2017-01-09T22:25:07+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/,,0.669581,7.0.7,1285,3457,266,36,296,57,27,11,86,0.17197465896606,,,fe80::7919:aeb0:2d24:587e,0.669526,,2017-01-09T22:21:30+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2011/02/212/,,0.350647,7.0.7,1285,3323,266,36,283,57,27,11,38,0.085416793823242,,,fe80::7919:aeb0:2d24:587e,0.350591,,2017-01-09T22:28:35+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2011/02/learn-about-follow-me-share-buttons-and-feeds/,,0.370848,7.0.7,1285,3353,266,36,285,57,27,11,44,0.089755773544312,,,fe80::7919:aeb0:2d24:587e,0.370793,,2017-01-09T22:27:42+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2011/02/new-shortcode-for-bobfob-bingbong-widehide-and-wow/,,0.346726,7.0.7,1285,3309,266,36,281,57,27,11,38,0.08610987663269,,,fe80::7919:aeb0:2d24:587e,0.346671,,2017-01-09T22:28:34+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2011/09/bw_block-needs-to-catch-up-with-art-3-1-beta-1/,,0.356748,7.0.7,1285,3325,266,36,283,57,27,11,39,0.085867881774902,,,fe80::7919:aeb0:2d24:587e,0.356693,,2017-01-09T22:28:14+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2011/12/default-styling-for-footer-menu-in-an-artisteer-style-footer-block/,,0.357504,7.0.7,1285,3318,266,36,282,57,27,11,38,0.088451862335205,,,fe80::7919:aeb0:2d24:587e,0.357449,,2017-01-09T22:25:06+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/02/some-average-shortcodes/,,0.366493,7.0.7,1285,3424,266,36,286,57,27,11,38,0.084872245788574,,,fe80::7919:aeb0:2d24:587e,0.366437,,2017-01-09T22:27:49+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/02/tide-times-in-herne-bay/,,0.386762,7.0.7,1285,3319,266,36,282,57,27,11,44,0.090959310531616,,,fe80::7919:aeb0:2d24:587e,0.386703,,2017-01-09T22:25:42+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/08/oik-nivo-slider-thumbnail-parameter-examples/,,0.377010,7.0.7,1285,3388,266,36,287,57,27,11,42,0.092471122741699,,,fe80::7919:aeb0:2d24:587e,0.376956,,2017-01-09T22:23:26+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/11/oik-and-wordpress-3-5-rc1/,,0.814019,7.0.7,1285,3457,275,36,297,57,27,11,50,0.10312056541443,,,fe80::7919:aeb0:2d24:587e,0.813964,,2017-01-09T22:26:46+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/12/copyright-2013-automatic-with-bw_copyright/,,0.389224,7.0.7,1285,3413,266,36,288,57,27,11,42,0.10566282272339,,,fe80::7919:aeb0:2d24:587e,0.389168,,2017-01-09T22:25:08+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/12/fix-for-warning-json_encode-expects-exactly-1-parameter-2-given/,,0.803604,7.0.7,1285,3438,276,36,298,57,27,11,48,0.12440609931946,,,fe80::7919:aeb0:2d24:587e,0.803550,,2017-01-09T22:22:10+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2012/12/show-a-single-image-link-to-a-page-using-bw_thumbs-or-bw_images/,,0.411084,7.0.7,1285,3384,266,36,288,57,27,11,56,0.1088445186615,,,fe80::7919:aeb0:2d24:587e,0.411028,,2017-01-09T22:27:52+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/06/using-bw_jq-to-display-the-flex-slider/,,0.436776,7.0.7,1285,3514,266,36,292,57,27,11,45,0.091726303100586,,,fe80::7919:aeb0:2d24:587e,0.436721,,2017-01-09T22:26:29+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/07/example-demonstrating-bw_api-shortcode/,,0.680574,7.0.7,1285,3609,269,36,293,57,27,11,56,0.37149238586426,,,fe80::7919:aeb0:2d24:587e,0.680515,,2017-01-09T22:26:33+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/08/new-alpha-test-version-of-oik/,,0.436737,7.0.7,1285,3575,266,36,292,57,27,11,53,0.13700485229492,,,fe80::7919:aeb0:2d24:587e,0.436679,,2017-01-09T22:27:26+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/08/new-milestones-for-oik-plugins-on-wordpress-org/,,0.532002,7.0.7,1285,3489,266,36,289,57,27,11,76,0.22353219985962,,,fe80::7919:aeb0:2d24:587e,0.531946,,2017-01-09T22:28:13+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/12/escaped-shortcodes-unexpectedly-expanded-get_the_excerpt/,,2.098787,7.0.7,1285,3605,270,36,296,57,27,11,83,1.6999599933624,,,fe80::7919:aeb0:2d24:587e,2.098728,,2017-01-09T22:23:06+00:00,WordPress/4.7; http://qw/wordpress,GET
/oikcom/2013/12/escaped-shortcodes-unexpectedly-expanded-get_the_excerpt/wp-admin/admin-ajax.php,,0.334226,7.0.7,1285,3312,268,36,284,57,27,11,33,0.070233345031738,,,fe80::7919:aeb0:2d24:587e,0.334169,,2017-01-09T22:22:50+00:00,WordPress/4.7; http://qw/wordpress,GET
